x,combined_data
0.0,0.003073113676632811
0.01001001001001001,0.033492402926175
0.02002002002002002,-0.027269182206042394
0.03003003003003003,0.17631891290589263
0.04004004004004004,-0.00602741933346377
0.050050050050050046,0.13038833409507689
0.06006006006006006,0.04599800259942059
0.07007007007007007,0.0025869543620185287
0.08008008008008008,0.05335499270066042
0.09009009009009009,0.2059646193435659
0.10010010010010009,0.2370430865288196
0.11011011011011011,0.1402259296433202
0.12012012012012012,0.12948628042513266
0.13013013013013014,0.18813570144063227
0.14014014014014015,0.15932373939642216
0.15015015015015015,0.32036499805415997
0.16016016016016016,0.428331909979637
0.17017017017017017,0.2060152378431827
0.18018018018018017,0.2431144744814127
0.19019019019019018,0.21569521205199774
0.20020020020020018,0.2984796204355949
0.21021021021021022,0.4304286298802042
0.22022022022022023,0.08339609239559564
0.23023023023023023,0.34220868280581246
0.24024024024024024,0.30408976377711566
0.2502502502502503,0.22282636694721925
0.2602602602602603,0.5148337233271094
0.2702702702702703,0.35924912850429697
0.2802802802802803,0.4799553937765623
0.2902902902902903,0.36677540723218943
0.3003003003003003,0.18903838395017378
0.3103103103103103,0.4413844097120009
0.3203203203203203,0.3900604858254574
0.3303303303303303,0.30550537738484296
0.34034034034034033,0.4754944106273136
0.35035035035035034,0.4605678238947901
0.36036036036036034,0.5047900920044653
0.37037037037037035,0.47464880294691864
0.38038038038038036,0.7328813186712608
0.39039039039039036,0.6049902619616048
0.40040040040040037,0.4947373717128605
0.41041041041041043,0.47955258146964863
0.42042042042042044,0.5737336999420073
0.43043043043043044,0.7370095210115815
0.44044044044044045,0.6410111006496041
0.45045045045045046,0.5679764883841483
0.46046046046046046,0.5232931988345908
0.47047047047047047,0.7657809708573791
0.4804804804804805,0.6337335846044341
0.4904904904904905,0.5319177532937045
0.5005005005005005,0.5963726058075082
0.5105105105105106,0.7663522980760065
0.5205205205205206,0.5736245714944259
0.5305305305305306,0.7687042945941309
0.5405405405405406,0.7011023340356297
0.5505505505505506,0.8192525525235637
0.5605605605605606,0.940967947541929
0.5705705705705706,0.8472494761395503
0.5805805805805806,0.5772989122334959
0.5905905905905906,0.6955993458295435
0.6006006006006006,0.9188411855997365
0.6106106106106106,0.6380378647986658
0.6206206206206206,1.0089024316439015
0.6306306306306306,0.970947747100167
0.6406406406406406,0.8667534511385988
0.6506506506506506,0.8845303696226777
0.6606606606606606,0.7118910011812055
0.6706706706706707,0.9089152504398598
0.6806806806806807,0.7730974812261016
0.6906906906906907,0.952886687332169
0.7007007007007007,0.8622267467079823
0.7107107107107107,0.7929140481383261
0.7207207207207207,0.7664597025926004
0.7307307307307307,0.869453820150547
0.7407407407407407,0.9670112634894731
0.7507507507507507,0.8429756410056555
0.7607607607607607,0.7961170033563094
0.7707707707707707,0.9086826257752354
0.7807807807807807,0.8183359403614359
0.7907907907907907,0.9167368386024579
0.8008008008008007,1.032971817140779
0.8108108108108109,1.0684801810100157
0.8208208208208209,1.0035533389954339
0.8308308308308309,1.0895388599056532
0.8408408408408409,1.078080572296548
0.8508508508508509,1.0704633950253817
0.8608608608608609,0.9884649512196467
0.8708708708708709,1.0933671522895319
0.8808808808808809,1.2125857019564918
0.8908908908908909,1.1716327419852068
0.9009009009009009,1.028268746134043
0.9109109109109109,1.1303300654338266
0.9209209209209209,1.1602295195101284
0.9309309309309309,1.0406045269700754
0.9409409409409409,1.0657707880504133
0.950950950950951,1.1056138026642641
0.960960960960961,1.1755222875713167
0.970970970970971,1.1647715140514066
0.980980980980981,1.2054714525091546
0.990990990990991,0.9715107877054472
1.001001001001001,1.0923469414051026
1.011011011011011,1.151599914301966
1.021021021021021,1.1943451996071994
1.031031031031031,1.4013745994631819
